name,summary,last_release,status,requires,status.1,snyk,pip,libhunt
pytest-testdirectory,A py.test plugin providing temporary directories in unit tests.,2023-05-02,5 - Production/Stable,pytest,,https://snyk.io/advisor/python/pytest-testdirectory,https://pypi.org/project/pytest-testdirectory,
pytest-testdox,A testdox format reporter for pytest,2023-07-22,5 - Production/Stable,pytest (>=4.6.0),,https://snyk.io/advisor/python/pytest-testdox,https://pypi.org/project/pytest-testdox,
pytest-test-grouping,A Pytest plugin for running a subset of your tests by splitting them in to equally sized groups.,2023-02-01,5 - Production/Stable,pytest (>=2.5),,https://snyk.io/advisor/python/pytest-test-grouping,https://pypi.org/project/pytest-test-grouping,
pytest-test-groups,A Pytest plugin for running a subset of your tests by splitting them in to equally sized groups.,2016-10-25,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-test-groups,https://pypi.org/project/pytest-test-groups,
pytest-testinfra,Test infrastructures,2024-05-26,5 - Production/Stable,pytest>=6,,https://snyk.io/advisor/python/pytest-testinfra,https://pypi.org/project/pytest-testinfra,https://www.libhunt.com/r/pytest-test-groups
pytest-testinfra-jpic,Test infrastructures,2023-09-21,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-testinfra-jpic,https://pypi.org/project/pytest-testinfra-jpic,
pytest-testinfra-winrm-transport,Test infrastructures,2023-09-21,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-testinfra-winrm-transport,https://pypi.org/project/pytest-testinfra-winrm-transport,
pytest-testlink-adaptor,pytest reporting plugin for testlink,2018-12-20,4 - Beta,pytest (>=2.6),,https://snyk.io/advisor/python/pytest-testlink-adaptor,https://pypi.org/project/pytest-testlink-adaptor,
pytest-testmon,selects tests affected by changed files and methods,2024-02-27,4 - Beta,"pytest <9,>=5",,https://snyk.io/advisor/python/pytest-testmon,https://pypi.org/project/pytest-testmon,https://www.libhunt.com/r/pytest-testlink-adaptor
pytest-testmon-dev,selects tests affected by changed files and methods,2023-03-30,4 - Beta,"pytest (<8,>=5)",,https://snyk.io/advisor/python/pytest-testmon-dev,https://pypi.org/project/pytest-testmon-dev,
pytest-testmon-oc,nOly selects tests affected by changed files and methods,2022-06-01,4 - Beta,"pytest (<8,>=5)",,https://snyk.io/advisor/python/pytest-testmon-oc,https://pypi.org/project/pytest-testmon-oc,
pytest-testmon-skip-libraries,selects tests affected by changed files and methods,2023-03-03,4 - Beta,"pytest (<8,>=5)",,https://snyk.io/advisor/python/pytest-testmon-skip-libraries,https://pypi.org/project/pytest-testmon-skip-libraries,
pytest-testobject,Plugin to use TestObject Suites with Pytest,2019-09-24,4 - Beta,pytest (>=3.1.1),,https://snyk.io/advisor/python/pytest-testobject,https://pypi.org/project/pytest-testobject,
pytest-testpluggy,set your encoding,2022-01-07,,pytest,,https://snyk.io/advisor/python/pytest-testpluggy,https://pypi.org/project/pytest-testpluggy,
pytest-testrail,pytest plugin for creating TestRail runs and adding results,2020-08-27,,pytest (>=3.6),,https://snyk.io/advisor/python/pytest-testrail,https://pypi.org/project/pytest-testrail,
pytest-testrail2,A pytest plugin to upload results to TestRail.,2023-02-10,,"pytest (<8.0,>=7.2.0)",,https://snyk.io/advisor/python/pytest-testrail2,https://pypi.org/project/pytest-testrail2,
pytest-testrail-api-client,TestRail Api Python Client,2021-12-14,,pytest,,https://snyk.io/advisor/python/pytest-testrail-api-client,https://pypi.org/project/pytest-testrail-api-client,
pytest-testrail-appetize,pytest plugin for creating TestRail runs and adding results,2021-09-29,,,,https://snyk.io/advisor/python/pytest-testrail-appetize,https://pypi.org/project/pytest-testrail-appetize,
pytest-testrail-client,pytest plugin for Testrail,2020-09-29,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-testrail-client,https://pypi.org/project/pytest-testrail-client,
pytest-testrail-e2e,pytest plugin for creating TestRail runs and adding results,2021-10-11,,pytest (>=3.6),,https://snyk.io/advisor/python/pytest-testrail-e2e,https://pypi.org/project/pytest-testrail-e2e,
pytest-testrail-integrator,Pytest plugin for sending report to testrail system.,2022-08-01,,pytest (>=6.2.5),,https://snyk.io/advisor/python/pytest-testrail-integrator,https://pypi.org/project/pytest-testrail-integrator,
pytest-testrail-ns,pytest plugin for creating TestRail runs and adding results,2022-08-12,,,,https://snyk.io/advisor/python/pytest-testrail-ns,https://pypi.org/project/pytest-testrail-ns,
pytest-testrail-plugin,PyTest plugin for TestRail,2020-04-21,3 - Alpha,pytest,,https://snyk.io/advisor/python/pytest-testrail-plugin,https://pypi.org/project/pytest-testrail-plugin,
pytest-testrail-reporter,,2018-09-10,,,,https://snyk.io/advisor/python/pytest-testrail-reporter,https://pypi.org/project/pytest-testrail-reporter,
pytest-testrail-results,A pytest plugin to upload results to TestRail.,2024-03-04,,pytest >=7.2.0,,https://snyk.io/advisor/python/pytest-testrail-results,https://pypi.org/project/pytest-testrail-results,https://www.libhunt.com/r/pytest-testrail-reporter
pytest-testreport,,2022-12-01,4 - Beta,pytest (>=3.5.0),,https://snyk.io/advisor/python/pytest-testreport,https://pypi.org/project/pytest-testreport,
pytest-testreport-new,,2023-10-07,4 - Beta,pytest >=3.5.0,,https://snyk.io/advisor/python/pytest-testreport-new,https://pypi.org/project/pytest-testreport-new,
pytest-testslide,TestSlide fixture for pytest,2021-01-07,5 - Production/Stable,pytest (~=6.2),,https://snyk.io/advisor/python/pytest-testslide,https://pypi.org/project/pytest-testslide,
pytest-test-this,"Plugin for py.test to run relevant tests, based on naively checking if a test contains a reference to the symbol you supply",2019-09-15,2 - Pre-Alpha,pytest (>=2.3),,https://snyk.io/advisor/python/pytest-test-this,https://pypi.org/project/pytest-test-this,
pytest-test-tracer-for-pytest,A plugin that allows coll test data for use on Test Tracer,2024-06-28,4 - Beta,pytest>=6.2.0,,https://snyk.io/advisor/python/pytest-test-tracer-for-pytest,https://pypi.org/project/pytest-test-tracer-for-pytest,https://www.libhunt.com/r/pytest-test-this
pytest-test-tracer-for-pytest-bdd,A plugin that allows coll test data for use on Test Tracer,2024-07-01,4 - Beta,pytest>=6.2.0,,https://snyk.io/advisor/python/pytest-test-tracer-for-pytest-bdd,https://pypi.org/project/pytest-test-tracer-for-pytest-bdd,https://www.libhunt.com/r/pytest-test-tracer-for-pytest
pytest-test-utils,,2024-02-08,,pytest >=3.9,,https://snyk.io/advisor/python/pytest-test-utils,https://pypi.org/project/pytest-test-utils,https://www.libhunt.com/r/pytest-test-tracer-for-pytest-bdd
pytest-tesults,Tesults plugin for pytest,2024-02-15,5 - Production/Stable,pytest >=3.5.0,,https://snyk.io/advisor/python/pytest-tesults,https://pypi.org/project/pytest-tesults,https://www.libhunt.com/r/pytest-test-utils
pytest-textual-snapshot,Snapshot testing for Textual apps,2023-08-23,4 - Beta,pytest (>=7.0.0),,https://snyk.io/advisor/python/pytest-textual-snapshot,https://pypi.org/project/pytest-textual-snapshot,
pytest-tezos,pytest-ligo,2020-01-16,4 - Beta,,,https://snyk.io/advisor/python/pytest-tezos,https://pypi.org/project/pytest-tezos,
pytest-tf,Test your OpenTofu and Terraform config using a PyTest plugin,2024-05-29,,"pytest<9.0.0,>=8.2.1",,https://snyk.io/advisor/python/pytest-tf,https://pypi.org/project/pytest-tf,https://www.libhunt.com/r/pytest-tezos
pytest-th2-bdd,pytest_th2_bdd,2022-05-13,,,,https://snyk.io/advisor/python/pytest-th2-bdd,https://pypi.org/project/pytest-th2-bdd,
pytest-thawgun,Pytest plugin for time travel,2020-05-26,3 - Alpha,,,https://snyk.io/advisor/python/pytest-thawgun,https://pypi.org/project/pytest-thawgun,
pytest-thread,,2023-07-07,,,,https://snyk.io/advisor/python/pytest-thread,https://pypi.org/project/pytest-thread,
pytest-threadleak,Detects thread leaks,2022-07-03,4 - Beta,pytest (>=3.1.1),,https://snyk.io/advisor/python/pytest-threadleak,https://pypi.org/project/pytest-threadleak,
pytest-tick,Ticking on tests,2021-08-31,5 - Production/Stable,"pytest (>=6.2.5,<7.0.0)",,https://snyk.io/advisor/python/pytest-tick,https://pypi.org/project/pytest-tick,
pytest-time,,2023-06-24,3 - Alpha,pytest,,https://snyk.io/advisor/python/pytest-time,https://pypi.org/project/pytest-time,
pytest-timeassert-ethan,execution duration,2023-12-25,,pytest,,https://snyk.io/advisor/python/pytest-timeassert-ethan,https://pypi.org/project/pytest-timeassert-ethan,
pytest-timeit,A pytest plugin to time test function runs,2016-10-13,4 - Beta,,,https://snyk.io/advisor/python/pytest-timeit,https://pypi.org/project/pytest-timeit,
pytest-timeout,pytest plugin to abort hanging tests,2024-03-07,5 - Production/Stable,pytest >=7.0.0,,https://snyk.io/advisor/python/pytest-timeout,https://pypi.org/project/pytest-timeout,https://www.libhunt.com/r/pytest-timeit
pytest-timeouts,Linux-only Pytest plugin to control durations of various test case execution phases,2019-09-21,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-timeouts,https://pypi.org/project/pytest-timeouts,
pytest-timer,A timer plugin for pytest,2023-12-26,,pytest,,https://snyk.io/advisor/python/pytest-timer,https://pypi.org/project/pytest-timer,
pytest-timestamper,Pytest plugin to add a timestamp prefix to the pytest output,2024-03-27,,,,https://snyk.io/advisor/python/pytest-timestamper,https://pypi.org/project/pytest-timestamper,https://www.libhunt.com/r/pytest-timer
pytest-timestamps,A simple plugin to view timestamps for each test,2023-09-11,,"pytest (>=7.3,<8.0)",,https://snyk.io/advisor/python/pytest-timestamps,https://pypi.org/project/pytest-timestamps,
pytest-tiny-api-client,The companion pytest plugin for tiny-api-client,2024-01-04,5 - Production/Stable,pytest,,https://snyk.io/advisor/python/pytest-tiny-api-client,https://pypi.org/project/pytest-tiny-api-client,https://www.libhunt.com/r/pytest-timestamps
pytest-tinybird,A pytest plugin to report test results to tinybird,2023-06-26,4 - Beta,pytest (>=3.8.0),,https://snyk.io/advisor/python/pytest-tinybird,https://pypi.org/project/pytest-tinybird,
pytest-tipsi-django,Better fixtures for django,2024-02-05,5 - Production/Stable,pytest>=6.0.0,,https://snyk.io/advisor/python/pytest-tipsi-django,https://pypi.org/project/pytest-tipsi-django,https://www.libhunt.com/r/pytest-tinybird
pytest-tipsi-testing,Better fixtures management. Various helpers,2024-02-04,5 - Production/Stable,pytest>=3.3.0,,https://snyk.io/advisor/python/pytest-tipsi-testing,https://pypi.org/project/pytest-tipsi-testing,https://www.libhunt.com/r/pytest-tipsi-django
pytest-tldr,A pytest plugin that limits the output to just the things you need.,2022-10-26,4 - Beta,pytest (>=3.5.0),,https://snyk.io/advisor/python/pytest-tldr,https://pypi.org/project/pytest-tldr,
pytest-tm4j-reporter,Cloud Jira Test Management (TM4J) PyTest reporter plugin,2020-09-01,,pytest,,https://snyk.io/advisor/python/pytest-tm4j-reporter,https://pypi.org/project/pytest-tm4j-reporter,
pytest-tmnet,A small example package,2022-03-01,,,,https://snyk.io/advisor/python/pytest-tmnet,https://pypi.org/project/pytest-tmnet,
pytest-tmp-files,Utilities to create temporary file hierarchies in pytest.,2023-12-08,,pytest,,https://snyk.io/advisor/python/pytest-tmp-files,https://pypi.org/project/pytest-tmp-files,
pytest-tmpfs,A pytest plugin that helps you on using a temporary filesystem for testing.,2022-08-29,,pytest,,https://snyk.io/advisor/python/pytest-tmpfs,https://pypi.org/project/pytest-tmpfs,
pytest-tmreport,this is a vue-element ui report for pytest,2022-08-12,,,,https://snyk.io/advisor/python/pytest-tmreport,https://pypi.org/project/pytest-tmreport,
pytest-tmux,A pytest plugin that enables tmux driven tests,2023-04-22,4 - Beta,,,https://snyk.io/advisor/python/pytest-tmux,https://pypi.org/project/pytest-tmux,
pytest-todo,"A small plugin for the pytest testing framework, marking TODO comments as failure",2019-05-23,4 - Beta,pytest,,https://snyk.io/advisor/python/pytest-todo,https://pypi.org/project/pytest-todo,
pytest-tomato,,2019-03-01,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-tomato,https://pypi.org/project/pytest-tomato,
pytest-toolbelt,"This is just a collection of utilities for pytest, but don’t really belong in pytest proper.",2019-08-12,3 - Alpha,,,https://snyk.io/advisor/python/pytest-toolbelt,https://pypi.org/project/pytest-toolbelt,
pytest-toolbox,Numerous useful plugins for pytest.,2018-04-07,,pytest (>=3.5.0),,https://snyk.io/advisor/python/pytest-toolbox,https://pypi.org/project/pytest-toolbox,
pytest-toolkit,Useful utils for testing,2024-06-07,,,,https://snyk.io/advisor/python/pytest-toolkit,https://pypi.org/project/pytest-toolkit,https://www.libhunt.com/r/pytest-toolbox
pytest-tools,Pytest tools,2022-10-21,4 - Beta,,,https://snyk.io/advisor/python/pytest-tools,https://pypi.org/project/pytest-tools,
pytest-topo,Topological sorting for pytest,2024-06-05,,pytest>=7.0.0,,https://snyk.io/advisor/python/pytest-topo,https://pypi.org/project/pytest-topo,https://www.libhunt.com/r/pytest-tools
pytest-tornado,A py.test plugin providing fixtures and markers to simplify testing of asynchronous tornado applications.,2020-06-17,5 - Production/Stable,pytest (>=3.6),,https://snyk.io/advisor/python/pytest-tornado,https://pypi.org/project/pytest-tornado,
pytest-tornado5,A py.test plugin providing fixtures and markers to simplify testing of asynchronous tornado applications.,2018-11-16,5 - Production/Stable,pytest (>=3.6),,https://snyk.io/advisor/python/pytest-tornado5,https://pypi.org/project/pytest-tornado5,
pytest-tornado-yen3,A py.test plugin providing fixtures and markers to simplify testing of asynchronous tornado applications.,2018-10-15,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-tornado-yen3,https://pypi.org/project/pytest-tornado-yen3,
pytest-tornasync,py.test plugin for testing Python 3.5+ Tornado code,2019-07-15,3 - Alpha,pytest (>=3.0),,https://snyk.io/advisor/python/pytest-tornasync,https://pypi.org/project/pytest-tornasync,
pytest-trace,Save OpenTelemetry spans generated during testing,2022-06-19,,pytest (>=4.6),,https://snyk.io/advisor/python/pytest-trace,https://pypi.org/project/pytest-trace,
pytest-track,,2021-02-26,3 - Alpha,pytest (>=3.0),,https://snyk.io/advisor/python/pytest-track,https://pypi.org/project/pytest-track,
pytest-translations,Test your translation files.,2023-09-11,5 - Production/Stable,pytest (>=7),,https://snyk.io/advisor/python/pytest-translations,https://pypi.org/project/pytest-translations,
pytest-travis-fold,Folds captured output sections in Travis CI build log,2017-11-29,4 - Beta,pytest (>=2.6.0),,https://snyk.io/advisor/python/pytest-travis-fold,https://pypi.org/project/pytest-travis-fold,
pytest-trello,Plugin for py.test that integrates trello using markers,2015-11-20,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-trello,https://pypi.org/project/pytest-trello,
pytest-trepan,Pytest plugin for trepan debugger.,2018-07-28,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-trepan,https://pypi.org/project/pytest-trepan,
pytest-trialtemp,py.test plugin for using the same _trial_temp working directory as trial,2015-06-08,,,,https://snyk.io/advisor/python/pytest-trialtemp,https://pypi.org/project/pytest-trialtemp,
pytest-trio,Pytest plugin for trio,2022-11-01,,pytest (>=7.2.0),,https://snyk.io/advisor/python/pytest-trio,https://pypi.org/project/pytest-trio,
pytest-trytond,Pytest plugin for the Tryton server framework,2022-11-04,4 - Beta,pytest (>=5),,https://snyk.io/advisor/python/pytest-trytond,https://pypi.org/project/pytest-trytond,
pytest-tspwplib,A simple plugin to use with tspwplib,2021-01-08,4 - Beta,pytest (>=3.5.0),,https://snyk.io/advisor/python/pytest-tspwplib,https://pypi.org/project/pytest-tspwplib,
pytest-tst,"Customize pytest options, output and exit code to make it compatible with tst",2022-04-27,,pytest (>=5.0.0),,https://snyk.io/advisor/python/pytest-tst,https://pypi.org/project/pytest-tst,
pytest-tstcls,Test Class Base,2020-03-23,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-tstcls,https://pypi.org/project/pytest-tstcls,
